,Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti,Qiyməti,Yerlərin sayı,Sahiblər,Hansı bazar üçün yığılıb
12007,Gədəbəy,Hyundai,Santa Fe,2013,Offroader / SUV,Qara,2.0 L/184 a.g./Dizel,188 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",32 500 AZN,5,,Koreya
12008,Bakı,Hyundai,Creta,2021,Offroader / SUV,Qara,2.0 L/150 a.g./Benzin,31 200 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",41 700 AZN,5,1,Rəsmi diler
12009,Bakı,Nissan,Tiida,2012,Hetçbek,Gümüşü,1.5 L/109 a.g./Benzin,39 032 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 000 AZN,5,,Yaponiya
12010,Bakı,Renault,Megane,2010,Universal,Qara,1.5 L/105 a.g./Dizel,310 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənib",12 500 AZN,5,3,Avropa
12011,Yardımlı,LADA (VAZ),Niva,2001,Offroader / SUV,Ağ,1.7 L/80 a.g./Benzin,238 888 km,Mexaniki,Tam,Xeyr,"Vuruğu var, rənglənib",5 600 AZN,4,3,Digər
12012,Bakı,Toyota,Highlander,2012,Offroader / SUV,Yaş Asfalt,3.5 L/270 a.g./Benzin,290 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",38 500 AZN,7,2,Rəsmi diler
12013,Bakı,Hyundai,Elantra,2013,Sedan,Tünd qırmızı,1.8 L/150 a.g./Benzin,126 856 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",20 600 AZN,,,Digər
12014,Bakı,GAZ,33021,2006,Yük maşını,Yaşıl,2.4 L/95 a.g./Benzin,25 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",12 500 AZN,3,2,Rusiya
12015,Bakı,Kia,Sorento,2015,Offroader / SUV,Qara,2.0 L/186 a.g./Dizel,131 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",35 000 AZN,5,1,Koreya
12016,Bakı,BMW,X5,2004,Offroader / SUV,Qara,4.4 L/320 a.g./Benzin,278 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",19 800 AZN,5,0,
12017,Bakı,Hyundai,Sonata,2020,Sedan,Göy,1.6 L/183 a.g./Benzin,2 800 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",28 900 USD,,,Amerika
12018,Bakı,Oldsmobile,Ninety Eight Regency,1987,Sedan,Ağ,2.4 L/100 a.g./Benzin,140 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",12 500 AZN,5,2,Amerika
12019,Bakı,Hyundai,Sonata,2012,Sedan,Gümüşü,2.0 L/274 a.g./Benzin,152 888 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",20 450 AZN,5,1,Digər
12020,Sumqayıt,Lexus,GX 470,2008,Offroader / SUV,Ağ,4.7 L/273 a.g./Benzin,267 151 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",22 500 USD,7,2,Amerika
12021,Bakı,Kia,Ceed,2011,Universal,Gümüşü,1.6 L/115 a.g./Dizel,249 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",16 300 AZN,5,,Avropa
12022,Masallı,Mercedes,E 200,2000,Sedan,Gümüşü,2.0 L/163 a.g./Benzin,324 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",15 400 AZN,5,3,Avropa
12023,Sumqayıt,Hyundai,Accent,1995,Sedan,Yaşıl,1.5 L/90 a.g./Benzin,121 435 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",7 000 AZN,5,1,Avropa
12024,Bakı,Hyundai,ix35,2014,Offroader / SUV,Ağ,2.0 L/166 a.g./Benzin,105 200 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",27 900 AZN,5,1,
12025,Lənkəran,Toyota,Highlander,2022,Offroader / SUV,Ağ,2.5 L/249 a.g./Hibrid,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",59 900 USD,,0,Rəsmi diler
12026,Bakı,Kia,Cerato,2016,Sedan,Qara,2.0 L/150 a.g./Benzin,79 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",21 800 AZN,,1,
12027,Bakı,Hyundai,Elantra,2014,Sedan,Yaş Asfalt,1.8 L/150 a.g./Benzin,189 903 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənib",19 700 AZN,,3,Amerika
12028,Tovuz,Ford,Fusion,2017,Sedan,Yaş Asfalt,1.5 L/184 a.g./Benzin,121 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",20 300 AZN,,,
12029,Sumqayıt,Opel,Astra,2000,Universal,Yaş Asfalt,1.6 L/101 a.g./Benzin,350 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",9 800 AZN,5,2,Avropa
12030,Bakı,Mercedes,S 550,2007,Sedan,Ağ,5.5 L/388 a.g./Benzin,91 100 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənib",25 500 USD,5,,
12031,Bakı,Hyundai,Tucson,2023,Offroader / SUV,Ağ,1.6 L/230 a.g./Hibrid,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",56 900 AZN,5,,Rəsmi diler
12032,İsmayıllı,Ford,Transit,2002,Furqon,Ağ,2.4 L/125 a.g./Dizel,453 088 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",21 900 AZN,6,2,Avropa
12033,Bakı,Renault,Kaptur,2016,Offroader / SUV,Gümüşü,1.5 L/90 a.g./Dizel,160 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",22 500 AZN,,,Avropa
12034,Sumqayıt,Mercedes,C 230,2000,Sedan,Qara,2.3 L/193 a.g./Benzin,257 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",12 800 AZN,5,,Avropa
12035,Bakı,Haval,H6,2023,Offroader / SUV,Gümüşü,1.5 L/326 a.g./Plug-in Hibrid,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",27 800 USD,5,1,Rəsmi diler
12036,Bakı,Land Rover,Discovery,2014,Offroader / SUV,Qara,3.0 L/340 a.g./Benzin,110 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",35 000 USD,7,2,Avropa
12037,Bakı,Hyundai,Grandeur,2015,Sedan,Qara,2.2 L/202 a.g./Dizel,89 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",23 000 USD,5,2,Avropa
12038,Sumqayıt,Ford,Transit,2013,Furqon,Ağ,2.2 L/155 a.g./Dizel,296 500 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",22 500 AZN,,2,Rəsmi diler
12039,Bakı,Toyota,Prado,2012,Offroader / SUV,Qara,2.7 L/163 a.g./Benzin,138 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",27 900 USD,7,1,Rəsmi diler
12040,Bakı,Ravon,Nexia R3,2019,Sedan,Yaş Asfalt,1.5 L/107 a.g./Benzin,147 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",15 200 AZN,4,1,
12041,Bakı,Mercedes,C 240,1997,Sedan,Yaş Asfalt,2.4 L/170 a.g./Benzin,450 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",12 000 AZN,,2,Avropa
12042,Bakı,Chevrolet,Cruze,2012,Sedan,Narıncı,1.4 L/140 a.g./Benzin,217 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",12 900 AZN,,0,Amerika
12043,Bakı,BMW,528,2013,Sedan,Yaş Asfalt,2.0 L/245 a.g./Benzin,242 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",30 000 AZN,4,1,Amerika
12044,Sumqayıt,Hyundai,Santa Fe,2014,Offroader / SUV,Ağ,2.0 L/184 a.g./Dizel,240 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",33 600 AZN,7,,Koreya
12045,Bakı,LADA (VAZ),Priora,2014,Sedan,Ağ,1.6 L/106 a.g./Benzin,307 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",11 800 AZN,4,3,Rusiya
12046,Bakı,Hyundai,Elantra,2017,Sedan,Ağ,2.0 L/150 a.g./Benzin,95 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",28 900 AZN,,,Amerika
12047,Bakı,Skywell,ET5,2023,Offroader / SUV,Göy,0.0 L/204 a.g./Elektro,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",39 000 USD,5,,Rəsmi diler
12048,Bakı,Hyundai,Santa Fe,2013,Offroader / SUV,Yaş Asfalt,2.0 L/184 a.g./Dizel,198 169 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",30 500 AZN,,,Koreya
12049,Sumqayıt,Lexus,RX 350,2007,Offroader / SUV,Qara,3.5 L/270 a.g./Benzin,161 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",19 900 AZN,5,0,
12050,Bakı,Mercedes,S 320,1998,Sedan,Ağ,3.2 L/231 a.g./Benzin,275 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",11 377 AZN,5,,Avropa
12051,Bakı,Peugeot,308,2013,Universal,Ağ,1.6 L/120 a.g./Benzin,169 400 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 900 AZN,,,
12052,Bakı,Mercedes,G 63 AMG,2013,Offroader / SUV,Qara,5.5 L/620 a.g./Benzin,107 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",75 000 USD,,1,Rəsmi diler
12053,Bakı,Hyundai,ix35,2010,Offroader / SUV,Ağ,2.0 L/163 a.g./Benzin,172 558 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",23 800 AZN,5,2,Rəsmi diler
12054,Bakı,Mercedes,E 200,2014,Sedan,Qara,2.0 L/184 a.g./Benzin,185 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",25 000 USD,5,1,Rəsmi diler
12055,Bakı,Kia,Rio,2006,Hetçbek,Tünd qırmızı,1.5 L/110 a.g./Dizel,268 500 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",12 200 AZN,5,2,Avropa
12056,Bakı,Nissan,Tiida,2012,Sedan,Gümüşü,1.5 L/109 a.g./Benzin,88 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 400 AZN,,2,Amerika
12057,Qusar,GAZ,53,1988,Yük maşını,Göy,4.5 L/120 a.g./Benzin,150 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",5 000 AZN,3,,
12058,Bakı,Isuzu,Ecobus,2011,Avtobus,Ağ,5.2 L/250 a.g./Dizel,300 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",43 900 AZN,8+,2,Digər
12059,Bakı,Volvo,XC90,2016,Offroader / SUV,Yaş Asfalt,2.0 L/320 a.g./Benzin,128 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",34 000 USD,7,2,Amerika
12060,Bakı,Volkswagen,ID.6,2022,Offroader / SUV,Ağ,0.0 L/204 a.g./Elektro,0 km,Avtomat,Arxa,Bəli,"Vuruğu yoxdur, rənglənməyib",63 900 AZN,7,,
12061,Bakı,Volvo,XC90,2016,Offroader / SUV,Gümüşü,2.0 L/320 a.g./Benzin,70 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",37 000 USD,7,2,Amerika
12062,Sumqayıt,Opel,Astra,2002,Sedan,Qara,1.6 L/101 a.g./Benzin,239 215 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",11 000 AZN,,2,Avropa
12063,Bakı,Hyundai,Santa Fe,2015,Offroader / SUV,Yaş Asfalt,2.0 L/184 a.g./Dizel,213 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",32 800 AZN,5,1,
12064,Bakı,Hyundai,Santa Fe,2013,Offroader / SUV,Boz,2.0 L/265 a.g./Benzin,135 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",28 800 AZN,5,1,Amerika
12065,Bakı,BMW,520,2014,Sedan,Yaş Asfalt,2.0 L/184 a.g./Dizel,191 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",25 000 USD,,,
12066,Ağstafa,Opel,Vectra,1999,Sedan,Gümüşü,2.0 L/136 a.g./Benzin,321 451 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",6 600 AZN,,,
12067,Qax,Opel,Vectra,1995,Sedan,Qara,1.8 L/90 a.g./Benzin,544 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənib",4 500 AZN,5,4 və daha çox,Digər
12068,Göyçay,LADA (VAZ),21011,1982,Sedan,Narıncı,1.3 L/65 a.g./Benzin,25 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənib",1 400 AZN,,2,
12069,Bakı,Toyota,Prado,2022,Offroader / SUV,Boz,2.8 L/200 a.g./Dizel,63 500 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",60 500 USD,7,1,Rəsmi diler
12070,Bakı,LADA (VAZ),Niva,2014,Offroader / SUV,Ağ,1.7 L/80 a.g./Benzin,117 000 km,Mexaniki,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",8 500 AZN,,,
12071,Bakı,Renault,Megane,2007,Universal,Gümüşü,1.5 L/105 a.g./Dizel,396 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",8 700 AZN,5,2,Avropa
12072,Bakı,BMW,328,2017,Sedan,Göy,2.0 L/252 a.g./Benzin,119 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",25 000 USD,5,1,Amerika
12073,Bakı,BMW,330,2019,Sedan,Qara,2.0 L/258 a.g./Benzin,76 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",37 500 USD,5,2,Rəsmi diler
12074,Bakı,Hyundai,Sonata,2020,Sedan,Qara,1.6 L/183 a.g./Benzin,69 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənib",26 500 USD,5,1,Amerika
12075,Bakı,Kia,Sorento,2015,Offroader / SUV,Qara,2.0 L/184 a.g./Dizel,140 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",36 000 AZN,5,,
12076,Bakı,Kia,Seltos,2020,Offroader / SUV,Ağ,1.6 L/123 a.g./Dizel,67 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",38 000 AZN,,,Koreya
12077,Bakı,Mercedes,E 220,2010,Sedan,Qara,2.2 L/170 a.g./Dizel,256 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",29 000 AZN,,0,Avropa
12078,Bakı,Toyota,Camry,2023,Sedan,Qara,2.5 L/218 a.g./Hibrid,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",43 500 USD,5,,
12079,Bakı,BMW,X5,2017,Offroader / SUV,Qara,3.0 L/306 a.g./Benzin,90 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",54 800 USD,5,1,Amerika
12080,Sumqayıt,Kia,Ceed,2011,Hetçbek,Tünd qırmızı,1.4 L/90 a.g./Benzin,317 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 700 AZN,,,
12081,Bakı,Kia,Cerato,2016,Sedan,Ağ,2.0 L/150 a.g./Benzin,46 344 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",24 800 AZN,,1,Amerika
12082,Bakı,Hyundai,Santa Fe,2013,Offroader / SUV,Mavi,2.0 L/184 a.g./Dizel,115 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",32 500 AZN,,,Koreya
12083,Bakı,Opel,Vectra,1999,Sedan,Yaşıl,1.8 L/116 a.g./Benzin,438 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",7 300 AZN,5,,Avropa
12084,Bakı,Hyundai,Accent,2019,Sedan,Ağ,1.6 L/130 a.g./Benzin,90 123 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənib",21 700 AZN,5,2,Amerika
12085,Bakı,Mercedes,C 200,1998,Sedan,Qara,2.0 L/136 a.g./Benzin,280 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",12 600 AZN,4,4 və daha çox,
12086,Bakı,Chevrolet,Cruze,2013,Sedan,Gümüşü,1.4 L/140 a.g./Benzin,172 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 400 AZN,,,Amerika
12087,Sumqayıt,Hyundai,i30,2007,Hetçbek,Gümüşü,1.6 L/116 a.g./Dizel,246 111 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 800 AZN,5,,Avropa
12088,Bakı,Mercedes,GLE 43 AMG Coupe,2018,Offroader / SUV,Yaş Asfalt,3.0 L/390 a.g./Benzin,70 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",64 999 USD,5,,
12089,Bakı,Mercedes,Vito 116,2019,Minivan,Ağ,2.2 L/163 a.g./Dizel,238 500 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",34 900 USD,7,,Avropa
12090,Bakı,Hyundai,Elantra,2011,Sedan,Gümüşü,1.8 L/150 a.g./Benzin,273 749 km,Avtomat,Ön,Xeyr,"Vuruğu var, rənglənib",16 800 AZN,,,
12091,Bakı,BMW,530,2021,Sedan,Ağ,2.0 L/249 a.g./Benzin,8 125 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",59 500 USD,,1,Amerika
12092,Bakı,Mercedes,C 300,2019,Sedan,Qara,2.0 L/249 a.g./Benzin,37 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",35 000 USD,5,1,
12093,Masallı,LADA (VAZ),2107,2008,Sedan,Ağ,1.6 L/75 a.g./Benzin,82 616 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",7 200 AZN,,,Rusiya
12094,Bakı,Chevrolet,Cruze,2012,Sedan,Ağ,1.4 L/141 a.g./Benzin,346 128 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",12 600 AZN,5,2,Amerika
12095,Gəncə,Volkswagen,Caravelle,2012,Minivan,Qara,2.0 L/180 a.g./Dizel,296 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",20 000 USD,8+,2,Avropa
12096,Bakı,Hyundai,Tucson,2014,Offroader / SUV,Gümüşü,2.0 L/184 a.g./Dizel,109 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",27 500 AZN,,,Koreya
12097,Bakı,Nissan,Sunny,2008,Sedan,Qara,1.6 L/107 a.g./Benzin,198 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənib",14 100 AZN,5,2,Avropa
12098,Bakı,MG,6,2014,Sedan,Ağ,1.8 L/158 a.g./Benzin,250 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənib",9 999 AZN,4,2,Avropa
12099,Bakı,Chevrolet,Cruze,2017,Sedan,Ağ,1.4 L/153 a.g./Benzin,166 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",18 000 AZN,4,,Amerika
12100,Bakı,Toyota,Camry,2013,Sedan,Qara,2.5 L/181 a.g./Benzin,186 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",24 800 AZN,,,
12101,Bakı,Hyundai,Grandeur,2017,Sedan,Yaş Asfalt,2.2 L/202 a.g./Dizel,83 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",43 300 AZN,,,Koreya
12102,Bakı,LADA (VAZ),Niva,1998,Offroader / SUV,Qara,1.7 L/80 a.g./Benzin,263 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənib",6 400 AZN,4,3,Rusiya
12103,Bakı,Hyundai,Tucson,2016,Offroader / SUV,Qara,1.7 L/141 a.g./Dizel,65 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",31 500 AZN,,,Koreya
12104,Bakı,Volkswagen,Touareg,2004,Offroader / SUV,Ağ,3.2 L/220 a.g./Benzin,389 247 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənib",12 900 AZN,5,2,Rəsmi diler
12105,Bakı,Mercedes,E 320,2003,Sedan,Qara,3.2 L/224 a.g./Benzin,300 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 000 AZN,5,0,Amerika
12106,Bakı,Ford,Transit,2007,Furqon,Yaş Asfalt,2.4 L/140 a.g./Dizel,370 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",23 500 AZN,,1,
12107,Bakı,Chevrolet,Cruze,2012,Sedan,Ağ,1.4 L/140 a.g./Benzin,185 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",12 800 AZN,5,2,Digər
12108,Bakı,Hyundai,Santa Fe,2012,Offroader / SUV,Qara,2.0 L/184 a.g./Dizel,188 232 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",32 500 AZN,,,Koreya
12109,Bakı,Kia,Sorento,2015,Offroader / SUV,Qara,2.0 L/184 a.g./Dizel,135 372 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",37 500 AZN,,,Koreya
12110,Bakı,Hyundai,ix35,2013,Offroader / SUV,Ağ,2.0 L/163 a.g./Benzin,93 382 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",28 500 AZN,4,1,Avropa
12111,Bakı,Mercedes,Vito 115,2008,Furqon,Göy,2.2 L/125 a.g./Dizel,342 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",22 300 AZN,3,1,Avropa
12112,Bakı,Chevrolet,Aveo,2007,Sedan,Qırmızı,1.4 L/100 a.g./Benzin,216 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",9 000 AZN,5,,
12113,Bakı,Hyundai,Accent,2018,Sedan,Tünd qırmızı,1.6 L/140 a.g./Benzin,86 750 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",24 800 AZN,,0,Rəsmi diler
12114,Bakı,BMW,760,2023,Sedan,Qara,4.4 L/544 a.g./Benzin,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",216 000 EUR,5,1,Rəsmi diler
12115,Bakı,Mercedes,A 200,2023,Sedan,Qara,1.4 L/163 a.g./Benzin,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",81 700 AZN,5,,Rəsmi diler
12116,Bakı,Land Rover,Range Rover,2014,Offroader / SUV,Yaş Asfalt,3.0 L/340 a.g./Benzin,138 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",50 900 USD,5,0,
12117,Bakı,Renault,Premium 420,2007,Dartqı,Ağ,12 L/450 a.g./Dizel,1 500 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",52 000 AZN,,,
12118,Bakı,Kia,Sorento,2016,Offroader / SUV,Yaş Asfalt,2.2 L/200 a.g./Dizel,168 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",39 200 AZN,7,1,Koreya
12119,Sumqayıt,Kia,Sorento,2015,Offroader / SUV,Ağ,2.0 L/184 a.g./Dizel,157 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",38 800 AZN,,,Koreya
12120,Bakı,Mercedes,GL 350,2012,Offroader / SUV,Ağ,3.0 L/224 a.g./Dizel,207 780 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",27 800 USD,7,0,Amerika
12121,Qəbələ,LADA (VAZ),Niva,2004,Offroader / SUV,Ağ,1.7 L/80 a.g./Benzin,52 134 km,Mexaniki,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",5 800 AZN,4,2,Rusiya
12122,Bakı,Mercedes,E 220,2014,Sedan,Ağ,2.2 L/170 a.g./Dizel,210 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",48 000 AZN,4,,
12123,Bakı,Iran Khodro,Samand,2020,Sedan,Göy,1.6 L/110 a.g./Benzin,85 000 km,Mexaniki,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",11 500 AZN,5,1,Rəsmi diler
12124,Bakı,Lexus,LX 570,2013,Offroader / SUV,Qara,5.7 L/383 a.g./Benzin,204 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",45 500 USD,7,1,
12125,Bakı,Opel,Astra,2006,Hetçbek,Göy,1.3 L/90 a.g./Dizel,370 374 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",12 455 AZN,5,,Digər
12126,Bakı,Baic,X55 II,2023,Offroader / SUV,Qırmızı,1.5 L/188 a.g./Benzin,0 km,Robotlaşdırılmış,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",45 900 AZN,5,,
12127,Bakı,Volkswagen,Touareg,2008,Offroader / SUV,Ağ,3.6 L/280 a.g./Benzin,238 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",19 500 AZN,5,2,Avropa
12128,Bakı,BMW,528,2014,Sedan,Boz,2.0 L/245 a.g./Benzin,107 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",20 000 USD,,1,
12129,Bakı,Hyundai,Elantra,2011,Sedan,Qara,1.8 L/150 a.g./Benzin,288 011 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",21 500 AZN,5,0,Rəsmi diler
12130,Bakı,Mercedes,S 550,2009,Sedan,Ağ,5.5 L/388 a.g./Benzin,219 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",18 500 USD,,,
12131,Bakı,Volvo,850,1996,Sedan,Yaş Asfalt,2.4 L/193 a.g./Benzin,90 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",9 850 AZN,5,2,Rəsmi diler
12132,Bakı,Toyota,Land Cruiser,1999,Offroader / SUV,Gümüşü,4.5 L/224 a.g./Benzin,220 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",21 300 AZN,7,2,Digər
